bias (mV)	dI/dV_1	dI/dV_2	dI/dV_3	dI/dV_4	dI/dV_5	dI/dV_6	dI/dV_7
0.5255255255255236	1.502707333567166e-11	1.199506466376121e-11	1.166804933921961e-11	1.625651002701289e-11	1.226889770333806e-11	1.28892859926899e-11	1.303333309332633e-11
0.3753753753753735	1.492673346037421e-11	1.22616335487824e-11	1.176904060318229e-11	1.668837290580427e-11	1.25128319164447e-11	1.321243548596529e-11	1.349493693875159e-11
0.2252252252252234	1.498113612330432e-11	1.23799321488649e-11	1.197481523662614e-11	1.698733514965411e-11	1.267534948529159e-11	1.352570659640673e-11	1.366607955272103e-11
0.07507507507507327	1.482485141590661e-11	1.2589244750838e-11	1.22362120436037e-11	1.723165360401069e-11	1.292924795004424e-11	1.38924540274421e-11	1.409492574738769e-11
-0.07507507507507682	1.4589779037677e-11	1.264425977115513e-11	1.238453176816146e-11	1.769579621724304e-11	1.305191545120099e-11	1.415573994828501e-11	1.436278700139848e-11
-0.2252252252252269	1.448772352086181e-11	1.278302116936025e-11	1.285752060375955e-11	1.807221906846568e-11	1.320675947075189e-11	1.44893489567588e-11	1.464359536407223e-11
-0.375375375375377	1.418445569334459e-11	1.292252242712788e-11	1.30084406788078e-11	1.870583896113054e-11	1.333485665638845e-11	1.464211391022374e-11	1.497037216413588e-11
-0.5255255255255271	1.415193656706393e-11	1.305320001393495e-11	1.339947250378337e-11	1.930079186751588e-11	1.349277547330052e-11	1.495698530307177e-11	1.509341263083996e-11
-0.6756756756756772	1.414398459465005e-11	1.323350283521929e-11	1.372345553168897e-11	1.982991201798789e-11	1.368935086815126e-11	1.495922656580273e-11	1.520179641889552e-11
-0.8258258258258273	1.399656432421459e-11	1.333256335195321e-11	1.41705579562168e-11	2.024667933309132e-11	1.375072625209306e-11	1.526059313639028e-11	1.532736784715105e-11
-0.9759759759759774	1.416974263618309e-11	1.344020554572278e-11	1.455334984468148e-11	2.052195219315323e-11	1.392095466679066e-11	1.539614963297353e-11	1.519859585408234e-11
-1.126126126126128	1.421605541618298e-11	1.364738183573522e-11	1.497604297517885e-11	2.065223166092256e-11	1.41141872495032e-11	1.55256398015613e-11	1.524722015311397e-11
-1.276276276276278	1.457755964551222e-11	1.376666749347555e-11	1.537302056486833e-11	2.079025840373561e-11	1.427781330665123e-11	1.572057414800376e-11	1.520094813911577e-11
-1.426426426426428	1.488498560520135e-11	1.399898513082531e-11	1.562721306525017e-11	2.099613191641758e-11	1.454877190942838e-11	1.601274841889211e-11	1.526445810029475e-11
-1.576576576576578	1.501130469927503e-11	1.431572395349523e-11	1.61968060491402e-11	2.105544211206123e-11	1.497689992857598e-11	1.625085135903426e-11	1.550550139672868e-11
-1.726726726726728	1.577221860060707e-11	1.466151852702602e-11	1.651302185268211e-11	2.117152460290317e-11	1.535557271614696e-11	1.65213051572799e-11	1.571938933186967e-11
-1.876876876876878	1.592849810383434e-11	1.486497210045901e-11	1.706026292458418e-11	2.115227264176678e-11	1.571091520768952e-11	1.674312424815305e-11	1.597244732309822e-11
-2.027027027027028	1.636273755378781e-11	1.501991760133325e-11	1.728474828543991e-11	2.103057832048005e-11	1.588547696163012e-11	1.689318476771895e-11	1.613809086364881e-11
-2.177177177177178	1.636263347037925e-11	1.50005979859813e-11	1.76580763899814e-11	2.086648562271698e-11	1.603063862209986e-11	1.683631012383557e-11	1.629104316724916e-11
-2.327327327327328	1.629660295598967e-11	1.468112784119846e-11	1.771851415588444e-11	2.058938783355835e-11	1.603234038582979e-11	1.673485655606655e-11	1.619187249557452e-11
-2.477477477477478	1.618839957917562e-11	1.441428400250633e-11	1.756329283397751e-11	2.03072801630011e-11	1.595759288597343e-11	1.650184155987944e-11	1.613897036845113e-11
-2.627627627627628	1.574254442082701e-11	1.394348612265839e-11	1.743639954643328e-11	1.999259265084152e-11	1.590453116429025e-11	1.618440798045739e-11	1.591027136427225e-11
-2.777777777777779	1.56246543481231e-11	1.36487262464291e-11	1.716778108562522e-11	1.987163732175556e-11	1.584789591224656e-11	1.594591299280967e-11	1.56996308314783e-11
-2.927927927927929	1.547859063144585e-11	1.325268020324621e-11	1.720418599249207e-11	1.980027079795388e-11	1.56587520727669e-11	1.576998080732306e-11	1.555373711770169e-11
-3.078078078078079	1.556301441885122e-11	1.307220824642297e-11	1.705464415524549e-11	1.966357111859995e-11	1.567876384278577e-11	1.549536367273507e-11	1.53888516513101e-11
-3.228228228228229	1.557468563839759e-11	1.296820290042078e-11	1.71512318236644e-11	1.975057270509062e-11	1.541011936112557e-11	1.541277175332034e-11	1.517800815586945e-11
-3.378378378378379	1.567082227871275e-11	1.273210877006381e-11	1.703106926320697e-11	1.999376879335824e-11	1.537857514943841e-11	1.519403006189357e-11	1.504606508828665e-11
-3.528528528528529	1.561607787525787e-11	1.278641255375579e-11	1.70238528135469e-11	1.9973999884626e-11	1.506980998322582e-11	1.514043751482674e-11	1.497070696576674e-11
-3.678678678678679	1.561121544535471e-11	1.264781682164262e-11	1.693215880005372e-11	2.006847812929813e-11	1.508404512406969e-11	1.490038127605064e-11	1.496152854385535e-11
-3.828828828828829	1.590148325514296e-11	1.254896100227887e-11	1.689780780578243e-11	1.991750167573691e-11	1.503017502124671e-11	1.489623008277263e-11	1.49946548233526e-11
-3.978978978978979	1.587959798377003e-11	1.250713768663481e-11	1.712000159692639e-11	1.996103456136655e-11	1.485668359169079e-11	1.476818493884036e-11	1.502718782742107e-11
-4.129129129129129	1.599859481005161e-11	1.255061592847495e-11	1.716249191374697e-11	2.003150770257811e-11	1.470937434355779e-11	1.460840823308551e-11	1.508067455635587e-11
-4.27927927927928	1.582391682963813e-11	1.251561441290017e-11	1.742767735679607e-11	2.022848034910485e-11	1.439827770899349e-11	1.458138124132979e-11	1.510728347975387e-11
-4.42942942942943	1.57443502679655e-11	1.250191530161038e-11	1.764818846616834e-11	2.028800391573604e-11	1.42801985514307e-11	1.450467350394558e-11	1.530225078594238e-11
-4.57957957957958	1.545302948102734e-11	1.227547924420591e-11	1.772393343202339e-11	2.046494917973263e-11	1.437417893046522e-11	1.454715514714877e-11	1.532866021614065e-11
-4.72972972972973	1.517195917510872e-11	1.223742288058993e-11	1.785350166316757e-11	2.064129596413e-11	1.416039334400931e-11	1.449777711076683e-11	1.529964696600494e-11
-4.87987987987988	1.478498747042867e-11	1.224534189325777e-11	1.798858804968884e-11	2.054318000432875e-11	1.413707172159828e-11	1.454121198452007e-11	1.532149927763182e-11
-5.03003003003003	1.474918277788451e-11	1.21502348113256e-11	1.815447792097302e-11	2.090413953048653e-11	1.415013418937239e-11	1.457332865495431e-11	1.542632514783815e-11
-5.18018018018018	1.437309906510142e-11	1.217122583274666e-11	1.820227128745966e-11	2.100974776098052e-11	1.411835665737771e-11	1.446572462510121e-11	1.547492342601764e-11
-5.33033033033033	1.436203066196295e-11	1.209772039489909e-11	1.820521511319839e-11	2.127975747001631e-11	1.4038290495344e-11	1.46355531860376e-11	1.566710823575068e-11
-5.48048048048048	1.406607989806741e-11	1.23834414944568e-11	1.820350814529803e-11	2.125991917234504e-11	1.427167498763149e-11	1.436097595008956e-11	1.571779512099525e-11
-5.63063063063063	1.397210472320332e-11	1.233786770665768e-11	1.803187633930836e-11	2.146539890279797e-11	1.431710132393516e-11	1.452530717233058e-11	1.581770478487066e-11
-5.780780780780781	1.397462093960522e-11	1.246969541512932e-11	1.799187535067581e-11	2.163933615628721e-11	1.434588298848682e-11	1.424296791618929e-11	1.593583945358468e-11
-5.930930930930931	1.378723090555978e-11	1.277644916947152e-11	1.783758730999896e-11	2.150128165789855e-11	1.448517000790517e-11	1.425012711997464e-11	1.584606057480897e-11
-6.081081081081081	1.390993136646257e-11	1.265768739822093e-11	1.763954607381102e-11	2.158577309951948e-11	1.442705590409821e-11	1.391505834169582e-11	1.582188026427733e-11
-6.231231231231231	1.370178449866533e-11	1.290702527495524e-11	1.76463062911969e-11	2.149346672863928e-11	1.46710369547387e-11	1.376315728052191e-11	1.607968619365963e-11
-6.381381381381381	1.362260564768958e-11	1.274417290447749e-11	1.748054652417341e-11	2.139740641615706e-11	1.474552598079715e-11	1.368722236244624e-11	1.595098879370038e-11
-6.531531531531531	1.354219514304589e-11	1.268554705724512e-11	1.735542438929816e-11	2.114837124866931e-11	1.47516599630082e-11	1.338977106274397e-11	1.603882304745952e-11
-6.681681681681681	1.352978666602223e-11	1.271265558100421e-11	1.730991391890591e-11	2.103211008130934e-11	1.482850300882355e-11	1.326057146033843e-11	1.596609823517614e-11
-6.831831831831831	1.365040198930689e-11	1.281548218240447e-11	1.703215346537945e-11	2.108494455421717e-11	1.501955677885025e-11	1.294245006305816e-11	1.59068522243011e-11
-6.981981981981981	1.35603151971142e-11	1.268717856467427e-11	1.712641140017013e-11	2.08242190852248e-11	1.512291160354895e-11	1.292654091405998e-11	1.593743713390605e-11
-7.132132132132135	1.380955939878081e-11	1.265355702162463e-11	1.700960206019175e-11	2.084435228588699e-11	1.524174883527074e-11	1.271347610520834e-11	1.588508491412455e-11
-7.282282282282281	1.382655882148365e-11	1.270495167404739e-11	1.684203991547673e-11	2.066976971526469e-11	1.531484661310145e-11	1.263776409909934e-11	1.614291166018855e-11
-7.432432432432435	1.406051230307126e-11	1.251526660084323e-11	1.672924125617481e-11	2.084358206866366e-11	1.52678633624781e-11	1.270360032445961e-11	1.622133330436704e-11
-7.582582582582582	1.412332577277464e-11	1.261771589988747e-11	1.664100454656925e-11	2.08869484208396e-11	1.550728816190894e-11	1.261536881902448e-11	1.624691353674379e-11
-7.732732732732735	1.423642887604659e-11	1.259773708961465e-11	1.658643708490892e-11	2.111613314759175e-11	1.555054696122937e-11	1.258479865456907e-11	1.638311361573663e-11
-7.882882882882882	1.459030812833717e-11	1.267020863227053e-11	1.657984166625326e-11	2.103526380858867e-11	1.568184991584953e-11	1.254820553020508e-11	1.646976652280863e-11
-8.033033033033036	1.452664030732187e-11	1.280273890374994e-11	1.649542134829485e-11	2.112452920921548e-11	1.579243853744305e-11	1.269003652160094e-11	1.646529614041103e-11
-8.183183183183182	1.486796102900811e-11	1.282092140786339e-11	1.66795466327585e-11	2.142643007463363e-11	1.59645126979191e-11	1.265347115281257e-11	1.652483011538308e-11
-8.333333333333336	1.494774269639176e-11	1.288171218999379e-11	1.666547455592138e-11	2.152445235936717e-11	1.606494451356077e-11	1.280809833192897e-11	1.664342101637128e-11
-8.483483483483482	1.528438660358677e-11	1.3054947747837e-11	1.650573427935953e-11	2.192169536174848e-11	1.6171005506882e-11	1.293275556091267e-11	1.6592749743638e-11
-8.633633633633636	1.502817315035543e-11	1.304530788948099e-11	1.66841974263976e-11	2.198372213435551e-11	1.618274785009088e-11	1.302195937885609e-11	1.690016009081585e-11
-8.783783783783782	1.559128000316878e-11	1.311779677937164e-11	1.640255813117886e-11	2.25235316508865e-11	1.634498265901119e-11	1.309046707836936e-11	1.669220664468618e-11
-8.933933933933936	1.567604379637544e-11	1.326417187891282e-11	1.682604923447517e-11	2.246296725016972e-11	1.661859712343006e-11	1.313113420081669e-11	1.680202851850332e-11
-9.084084084084083	1.586148573595736e-11	1.329773877817297e-11	1.686543266155027e-11	2.270971431739266e-11	1.65998916001886e-11	1.3438420515266e-11	1.686263975675395e-11
-9.234234234234236	1.610471478397102e-11	1.36702593689364e-11	1.680821280769518e-11	2.307755375685616e-11	1.675884951646278e-11	1.365264498676133e-11	1.689298007034878e-11
-9.384384384384383	1.615806273502773e-11	1.346443529587349e-11	1.698468796162977e-11	2.295065006097108e-11	1.67879269513671e-11	1.396555180527281e-11	1.711770308832072e-11
-9.534534534534536	1.628486408222773e-11	1.363097568846117e-11	1.689548848049505e-11	2.381721729560748e-11	1.702152654936562e-11	1.386078231357946e-11	1.686231536346394e-11
-9.684684684684683	1.624650414200346e-11	1.3815755831037e-11	1.721848011393412e-11	2.365477778931702e-11	1.710975632007727e-11	1.41238956294365e-11	1.724106100942091e-11
-9.834834834834837	1.679073720339819e-11	1.407802693864646e-11	1.717564285241835e-11	2.414025576658041e-11	1.7381828615326e-11	1.431225363918154e-11	1.724949870440806e-11
-9.984984984984983	1.662622470255393e-11	1.411851451721402e-11	1.746758467036091e-11	2.418553725347383e-11	1.74483413828419e-11	1.448975401469044e-11	1.741029195811983e-11
-10.13513513513514	1.702814625414995e-11	1.416686733202166e-11	1.752255458786767e-11	2.443221840120469e-11	1.759210832563696e-11	1.465059670802127e-11	1.739279380241765e-11
-10.28528528528528	1.722226354583523e-11	1.446827380124915e-11	1.742239165436477e-11	2.476756300051619e-11	1.781351455232283e-11	1.482580377909493e-11	1.759282823587949e-11
-10.43543543543544	1.714417496856413e-11	1.43751946110604e-11	1.776582526924475e-11	2.480392800874309e-11	1.77468231082889e-11	1.50028219014775e-11	1.772279198397619e-11
-10.58558558558558	1.755789437452027e-11	1.456583291481461e-11	1.791139112028439e-11	2.556170899947752e-11	1.805907680341168e-11	1.511310000756882e-11	1.796932914965854e-11
-10.73573573573574	1.744129840552944e-11	1.455434210650974e-11	1.831308889255201e-11	2.520082580115268e-11	1.810048985695367e-11	1.533913968065903e-11	1.813593372701483e-11
-10.88588588588588	1.769723430300463e-11	1.49250230230269e-11	1.795111108371383e-11	2.568694389137871e-11	1.848541632265555e-11	1.521496817424861e-11	1.80252011233728e-11
-11.03603603603604	1.769879902357996e-11	1.473463365209149e-11	1.847049943548562e-11	2.579008361036639e-11	1.84367642680483e-11	1.567070952168681e-11	1.848758993117094e-11
-11.18618618618618	1.817060737985265e-11	1.50370063622951e-11	1.834569128555952e-11	2.636224051555391e-11	1.885462098949464e-11	1.565300146444404e-11	1.836750543326993e-11
-11.33633633633634	1.815273452387967e-11	1.489330707371561e-11	1.838864650827166e-11	2.648717183084681e-11	1.884246925154542e-11	1.581710457054797e-11	1.869466907666872e-11
-11.48648648648648	1.82665792214376e-11	1.505129354484325e-11	1.879009101091178e-11	2.639500076839774e-11	1.870925810110169e-11	1.588028666899e-11	1.888834921803806e-11
-11.63663663663664	1.851829974086616e-11	1.525684439895869e-11	1.872054594675987e-11	2.692778465485102e-11	1.89318890425616e-11	1.622082849983553e-11	1.879716347852334e-11
-11.78678678678678	1.831837459498331e-11	1.515728341450195e-11	1.92335331689053e-11	2.671707993728845e-11	1.873497884608e-11	1.621701731235881e-11	1.907345115181869e-11
-11.93693693693694	1.913725254654164e-11	1.557124394702125e-11	1.900770166263221e-11	2.723828107509263e-11	1.930659798698997e-11	1.609030096660913e-11	1.912859280694956e-11
-12.08708708708708	1.907419708291336e-11	1.556872686325761e-11	1.938128824097163e-11	2.699793166804909e-11	1.918259474875672e-11	1.653352975361511e-11	1.939474622569826e-11
-12.23723723723724	1.908930652438912e-11	1.586763706540317e-11	1.927973058979404e-11	2.711825208834284e-11	1.933725575498091e-11	1.651170693228732e-11	1.93685380234232e-11
-12.38738738738738	1.934403331960155e-11	1.573562981305177e-11	1.963039279739842e-11	2.723780749558369e-11	1.948280772823274e-11	1.673320856876437e-11	1.952368128277371e-11
-12.53753753753754	1.959806796014707e-11	1.587160958216316e-11	1.974781102531686e-11	2.775801116738918e-11	1.959130947748466e-11	1.687123704630089e-11	1.976688430993523e-11
-12.68768768768768	1.993582555981366e-11	1.590025507092196e-11	1.953926950792884e-11	2.77219341232593e-11	1.954996060871128e-11	1.697191866212311e-11	1.967475835029653e-11
-12.83783783783784	1.988136391628537e-11	1.60818615368985e-11	1.974602079068966e-11	2.757383557594473e-11	1.947389818846013e-11	1.702414251236739e-11	1.994491724555125e-11
-12.98798798798799	1.998747174714044e-11	1.601025388653365e-11	1.972473226419247e-11	2.797805216669946e-11	1.987275795312105e-11	1.720097501933804e-11	1.988726197610369e-11
-13.13813813813814	2.000748004771236e-11	1.612866264155688e-11	1.994942405714184e-11	2.754998833232047e-11	1.976861035979383e-11	1.731582759123551e-11	2.017771366658039e-11
-13.28828828828829	2.037952098743467e-11	1.667553595208204e-11	1.986261329023353e-11	2.829712159035935e-11	1.996666200432262e-11	1.72978697338122e-11	2.006981213165115e-11
-13.43843843843844	2.04257340208347e-11	1.622925058231139e-11	2.045566320496572e-11	2.76732421700121e-11	2.007486885058363e-11	1.766311576167912e-11	2.027672127424829e-11
-13.58858858858859	2.054859060685033e-11	1.678271757676875e-11	2.037292730350249e-11	2.812088235881749e-11	1.991159841174817e-11	1.752004097355098e-11	2.037264974774633e-11
-13.73873873873874	2.054465278455986e-11	1.647637061508167e-11	2.027328825648933e-11	2.812335260504728e-11	2.011928297573906e-11	1.773382829473036e-11	2.023645140347696e-11
-13.88888888888889	2.068947270450483e-11	1.699421679768331e-11	2.041065233493455e-11	2.851157331063003e-11	2.005088456380477e-11	1.77370462067783e-11	2.043030848664085e-11
-14.03903903903904	2.101725564418455e-11	1.65677437047318e-11	2.035877369466199e-11	2.838580759334519e-11	2.003791924054532e-11	1.777187771945243e-11	2.027852885611026e-11
-14.18918918918919	2.115927398571582e-11	1.715019792847272e-11	2.063293633169927e-11	2.818206258636824e-11	2.002813713486429e-11	1.79281433448919e-11	2.068050071468708e-11
-14.33933933933934	2.120027590979401e-11	1.707974560394288e-11	2.020205877584225e-11	2.81625105180705e-11	2.035184173965199e-11	1.776110682139009e-11	2.038911400825683e-11
-14.48948948948949	2.100474828792276e-11	1.693634642252473e-11	2.050259267916132e-11	2.809231319789163e-11	2.02159556456083e-11	1.806518476477059e-11	2.049267353032569e-11
-14.63963963963964	2.140913661630162e-11	1.708654051579828e-11	2.037813667810084e-11	2.831805970271439e-11	2.009064616059764e-11	1.782973768627016e-11	2.057445880332409e-11
-14.78978978978979	2.148077549168903e-11	1.705802860074712e-11	2.06372956917944e-11	2.789928531254926e-11	2.014858939414221e-11	1.808584185192252e-11	2.067266670346957e-11
-14.93993993993994	2.129051969446127e-11	1.71844274921007e-11	2.045380358139948e-11	2.824001622825367e-11	2.026248960285137e-11	1.801013331526047e-11	2.07915872019182e-11
-15.09009009009009	2.144644010992902e-11	1.726130176293861e-11	2.033383357524787e-11	2.803713164412081e-11	2.057399736687948e-11	1.813335245848258e-11	2.050446964996233e-11
-15.24024024024024	2.131925712356431e-11	1.726590051487342e-11	2.054006097151895e-11	2.82478415658538e-11	2.037911332741782e-11	1.849108019480461e-11	2.077380281684249e-11
-15.39039039039039	2.154024354716899e-11	1.712237122919458e-11	2.017527811482012e-11	2.833639226040852e-11	2.052206321545569e-11	1.811150361630265e-11	2.063840418009555e-11
-15.54054054054054	2.145797428632079e-11	1.752739446636564e-11	2.066223928065547e-11	2.759835762700114e-11	2.038584405450461e-11	1.834461575700441e-11	2.067764882929257e-11
-15.69069069069069	2.170316530658578e-11	1.732938618992375e-11	2.036841355301799e-11	2.864168971439263e-11	2.03506274332188e-11	1.801722659955374e-11	2.081955961796833e-11
-15.84084084084084	2.155238314205388e-11	1.751958127182984e-11	2.043856923983345e-11	2.796554134099072e-11	2.046693370338915e-11	1.843425932734899e-11	2.067610319067548e-11
-15.99099099099099	2.155983551410667e-11	1.766643775713561e-11	2.044110540555533e-11	2.822603262231382e-11	2.039314897506195e-11	1.820561409959787e-11	2.050915513807094e-11
-16.14114114114114	2.179533116486443e-11	1.740242498715627e-11	2.06234387206683e-11	2.820784578139168e-11	2.036365867597034e-11	1.845191881233443e-11	2.078675426231413e-11
-16.29129129129129	2.156249311047187e-11	1.763203992533047e-11	2.035599119820652e-11	2.809770645317844e-11	2.024064076067145e-11	1.850792609447982e-11	2.087752713764157e-11
-16.44144144144144	2.14748999832759e-11	1.750397049526953e-11	2.006346998262298e-11	2.811012707326643e-11	2.024624565222233e-11	1.831500055782254e-11	2.088429949809179e-11
-16.59159159159159	2.18233434795545e-11	1.773427932283411e-11	2.043774004201193e-11	2.781753993819081e-11	2.022464661022294e-11	1.859227355405224e-11	2.092914730411621e-11
-16.74174174174174	2.137933233226086e-11	1.782238072400855e-11	2.027395265558063e-11	2.829550656280322e-11	2.034949812823594e-11	1.824609907608021e-11	2.095592102624444e-11
-16.89189189189189	2.160594272937466e-11	1.795152741734807e-11	2.05577343342922e-11	2.784206198924721e-11	2.026019803313961e-11	1.871360184868553e-11	2.099950074940793e-11
-17.04204204204204	2.134757995375658e-11	1.776277389065051e-11	2.035705631842077e-11	2.830738768389018e-11	2.011027108728136e-11	1.84338828923547e-11	2.106132976353869e-11
-17.19219219219219	2.114946412445917e-11	1.795843508622941e-11	2.023796408234801e-11	2.796424723727764e-11	2.054235427595419e-11	1.876083663421291e-11	2.070519970753804e-11
-17.34234234234234	2.163146051170628e-11	1.76951855945795e-11	2.016548560079823e-11	2.831037314299234e-11	2.041241307926267e-11	1.863405263424767e-11	2.074830238174563e-11
-17.4924924924925	2.156042878953546e-11	1.796742789272887e-11	2.024854242610452e-11	2.807267959759052e-11	2.049881965560107e-11	1.883547831593724e-11	2.064417387037665e-11
-17.64264264264264	2.211489498471497e-11	1.776340532999576e-11	2.028250484231719e-11	2.792838009468834e-11	2.050631539574077e-11	1.889385002618038e-11	2.087896522340316e-11
-17.7927927927928	2.162325873911186e-11	1.7733240223472e-11	2.008121273433527e-11	2.797423230560536e-11	2.022107307986243e-11	1.863902088228286e-11	2.076291048813683e-11
-17.94294294294294	2.154826143907496e-11	1.774397642706482e-11	2.056693704233226e-11	2.772850178633934e-11	2.038565496964573e-11	1.895039333787985e-11	2.065781747051521e-11
-18.0930930930931	2.142679610128706e-11	1.784841198448905e-11	2.023541924300876e-11	2.822370982757949e-11	2.02897976198102e-11	1.884072585445207e-11	2.081617170301975e-11
-18.24324324324324	2.135993291962901e-11	1.828914623913658e-11	2.03087893724252e-11	2.732493918633505e-11	2.041676723518737e-11	1.89652356319403e-11	2.055684095170207e-11
-18.3933933933934	2.158254477913069e-11	1.792967163627424e-11	2.01160164914338e-11	2.83531392808456e-11	2.042788681266838e-11	1.899646759340179e-11	2.073138535840791e-11
-18.54354354354354	2.09710374066141e-11	1.803253726895271e-11	2.014712355280501e-11	2.753075892258927e-11	2.031917689659934e-11	1.890570165696825e-11	2.061782342077656e-11
-18.6936936936937	2.146763496135851e-11	1.807735558467805e-11	2.023820867835813e-11	2.741744158096804e-11	2.069363951029413e-11	1.902273130682808e-11	2.059087275685378e-11
-18.84384384384384	2.142110620828586e-11	1.785046416236113e-11	2.000519368217102e-11	2.822054916140626e-11	2.069985328978508e-11	1.902728322122904e-11	2.083472110114837e-11
-18.993993993994	2.154994759029361e-11	1.789550972686182e-11	2.003851772014453e-11	2.71360624942707e-11	2.053969841431247e-11	1.896881783591819e-11	2.052180474165777e-11
-19.14414414414414	2.164647627811433e-11	1.790026633863295e-11	1.995271309285229e-11	2.791708357541278e-11	2.069861296249975e-11	1.919676917427893e-11	2.098370088798873e-11
-19.2942942942943	2.149204425538898e-11	1.79840847075452e-11	2.026298746848898e-11	2.731620311891003e-11	2.019746349335438e-11	1.903812697767737e-11	2.073301426375185e-11
-19.44444444444444	2.182646771653474e-11	1.824720409493441e-11	2.007148960925242e-11	2.763137808836635e-11	2.064044768435025e-11	1.924205933478973e-11	2.098375466441649e-11
-19.5945945945946	2.126266870905447e-11	1.831158141785139e-11	2.014491524982009e-11	2.740735589867871e-11	2.038118632197161e-11	1.9311037144365e-11	2.082180261542277e-11
-19.74474474474474	2.107520928606998e-11	1.803866257754638e-11	2.0140264456181e-11	2.758712355777071e-11	2.061720065504868e-11	1.917892754332851e-11	2.091344111776472e-11
-19.8948948948949	2.096368911796986e-11	1.840567628863532e-11	2.047282482431356e-11	2.770551670028265e-11	2.038077172306085e-11	1.950488208446455e-11	2.067542317907289e-11
-20.04504504504504	2.102302359974217e-11	1.814353355056308e-11	2.033894060116115e-11	2.789877183440037e-11	2.038627947009708e-11	1.930936313621068e-11	2.039279682619632e-11
-20.1951951951952	2.121299143287292e-11	1.811524368011685e-11	2.031006786362699e-11	2.802481684216485e-11	2.051577484285527e-11	1.94339457720849e-11	2.086856208671772e-11
-20.34534534534534	2.145944359710494e-11	1.813622169111184e-11	2.02818109529268e-11	2.790125075424754e-11	2.056136684525089e-11	1.931641131769357e-11	2.068571355873239e-11
-20.4954954954955	2.165652726593414e-11	1.831761999027126e-11	1.993907296216069e-11	2.827708900365877e-11	2.07674190344509e-11	1.912803596071377e-11	2.091891070088447e-11
-20.64564564564564	2.19435164483528e-11	1.83752266874615e-11	2.022760951791991e-11	2.716375388511771e-11	2.058759239476071e-11	1.937869656409852e-11	2.091299702855487e-11
-20.7957957957958	2.18769672516439e-11	1.828259592329129e-11	1.992699408259746e-11	2.782970902337478e-11	2.097376786136529e-11	1.941483258882659e-11	2.080891188527279e-11
-20.94594594594594	2.206869756382623e-11	1.823131576261794e-11	2.068027867008215e-11	2.763936648997323e-11	2.038580762531161e-11	1.990950460051266e-11	2.080376496071956e-11
-21.0960960960961	2.227828165002332e-11	1.788003946290306e-11	2.010016285358684e-11	2.785684356798601e-11	2.074313984468112e-11	1.932901061429959e-11	2.04890982652417e-11
-21.24624624624624	2.173007607186861e-11	1.866477632173069e-11	2.056631080715743e-11	2.808363611106479e-11	2.063283398301419e-11	1.961874933342767e-11	2.108887370289025e-11
-21.3963963963964	2.199814115588783e-11	1.819443207207172e-11	2.011771825516373e-11	2.751707715853424e-11	2.04829313232846e-11	1.938699548120759e-11	2.077849871329196e-11
-21.54654654654654	2.168637665278528e-11	1.839810595538616e-11	2.019233044658897e-11	2.764108039676749e-11	2.065328116862553e-11	1.959746427637743e-11	2.100799915971674e-11
-21.6966966966967	2.170154334013574e-11	1.838157057121315e-11	2.071270238657164e-11	2.712721713926669e-11	2.058345854871746e-11	1.94639929174123e-11	2.060267408066085e-11
-21.84684684684684	2.229518826502019e-11	1.865842202963819e-11	2.016955699679635e-11	2.848220097273479e-11	2.085346999247673e-11	1.899017401663095e-11	2.090984156655207e-11
-21.996996996997	2.100037331531635e-11	1.833372169357528e-11	2.069887143629767e-11	2.750214465885303e-11	2.059746817550945e-11	1.967428477078759e-11	2.121083517159228e-11
-22.14714714714714	2.209299410083077e-11	1.843799418699277e-11	2.021404051089082e-11	2.787976273455062e-11	2.102143112359123e-11	1.949880881757515e-11	2.098726921417882e-11
-22.2972972972973	2.147781778816249e-11	1.840551842879901e-11	2.054176620469583e-11	2.787005695670253e-11	2.062639989364179e-11	1.99662161803893e-11	2.072851265633169e-11
-22.44744744744744	2.186971957696127e-11	1.863866873341724e-11	2.020127294610763e-11	2.768906458283649e-11	2.083753829207335e-11	1.955630969663336e-11	2.067865496890864e-11
-22.5975975975976	2.205465150784125e-11	1.875452917965426e-11	2.023445473675611e-11	2.832012922782123e-11	2.044906778631006e-11	2.004958178647431e-11	2.121238081020937e-11
-22.74774774774774	2.17154107196027e-11	1.832171046822761e-11	2.034669828454572e-11	2.767239562495583e-11	2.043823964237301e-11	1.993916316778144e-11	2.093534720581935e-11
-22.8978978978979	2.198288599764009e-11	1.848473631105296e-11	1.988575103195611e-11	2.82904168841247e-11	2.103238243289507e-11	1.969522982203653e-11	2.122657084824286e-11
-23.04804804804805	2.200008404618092e-11	1.833329148215324e-11	2.070596645531442e-11	2.734429176143305e-11	2.045204977596526e-11	2.009598910890364e-11	2.143738311866095e-11
-23.1981981981982	2.218442790580255e-11	1.861407382397484e-11	2.019636714811757e-11	2.781058196232866e-11	2.089646164438186e-11	1.951488970419746e-11	2.097069740081281e-11
-23.34834834834835	2.199489548826428e-11	1.863165004223344e-11	2.074218921621629e-11	2.766343924764936e-11	2.063971042687296e-11	1.992675642548125e-11	2.119397712885274e-11
-23.4984984984985	2.21282662332678e-11	1.870379372215236e-11	2.03078717037064e-11	2.751768951592126e-11	2.064334987672556e-11	1.975117118468983e-11	2.111542364569008e-11
-23.64864864864865	2.163851736680655e-11	1.851205126690569e-11	2.044954830471291e-11	2.831880216436211e-11	2.089885035860828e-11	2.000265404700219e-11	2.074428823162222e-11
